HOSPITAL,,,Reviewer,"RATING CATEGORIES (Score 1-5, 1 = low/bad, 5 = high, outstanding)",,,,,,,,,,REVIEWS,,,
Hospital Name,Hospital City,Hospital State ,Reviewer's Name,Onboarding & Orientation,Culture & Friendliness Toward Travelers,Facility Location,Safety & Patient Ratios,Management & Leadership,Patient Acuity,Housing Options,Pay,Diversity & Inclusion,Would You Return?,Review Title,Review,Source Website,Date Posted 
Cherokee Nation W. W. Hastings Hospital,Tahlequah,OK,Anonymous,4.5,5,4.5,5,4,,,,,,Intensive Care — Syndicated Review,"The core staff is great and very welcoming. Unfortunately, this hospital is terrible about canceling contracts. They’ve mass canceled contracts twice in less than a year. Each time, they’ve tried to “steal” nurses from their agencies and offer per diem positions for less $… but don’t want us to tell our recruiters. Just a tad bit shady…",https://app.scrubstr.com/hospitals/cherokee-nation-w-w-hastings-hospital,"February 12, 2023"
Chesapeake Regional Medical Center,Chesapeake,VA,Anonymous,3,1,4,2,1,,,,,,Med-Surg — Syndicated Review,"Worst contract I’ve ever taken. Staff were rude and demeaning, not willing to help each other. Charge is always in staffing. Ratio is 1:7. You are usually primary care on 1/2 your patients. Very high acuity. Most on telemetry. Hospital itself is disgusting. Cockroaches and bugs in patient rooms and nurses station. 0 stars.",https://app.scrubstr.com/hospitals/chesapeake-regional-medical-center,"October 12, 2023"
Cheshire Medical Center,Keene,NH,Anonymous,4.5,4.5,4,5,3,,,,,,Med-Surg — Syndicated Review,"The staff at Cheshire are very nice and welcoming to travelers, as they have quite a few of them. I worked the Kingsbury Unit, which is their med-surg unit. However, they are planning to combine the step-down floor and the med-surg floor soon. Cheshire is a smaller hospital, with one provider on at night. The main issue with the hospital that I've run in to are the providers. There are a few of them on nights that are *very* unreliable and often push important things off to the dayshift team.",https://app.scrubstr.com/hospitals/cheshire-medical-center,"March 29, 2023"
Cheshire Medical Center,Keene,NH,Anonymous,4.5,4.5,4,5,3,,,,,,Emergency Room — Syndicated Review,"Unit manager was responsive, appreciative, and addressed my needs and concerns as they came up. Staff were friendly with most travelers and willing to help with high acuity situations. would gladly recommend this ED to another RN and other travelers I encountered in the ICU and on telemetry also seemed very satisfied with their contracts.",https://app.scrubstr.com/hospitals/cheshire-medical-center,"June 2, 2022"
Cheyenne Regional Medical Center,Cheyenne,WY,Anonymous,4,5,4,5,5,,,,,,Intensive Care — Syndicated Review,I was pleasantly surprised by how nice of an assignment this was considering it was a smaller hospital. The hospital is very nice and welcoming and the staff is absolutely phenomenal. All the staff nurses were happy to have travelers there to help and treated us like one of their own. The flow of the unit and each day made work enjoyable and easy some days. The physicians were on the unit at all times and very easy to work with. There’s not too too much to do or see in Cheyenne but it was nice for the short duration of my assignment,https://app.scrubstr.com/hospitals/cheyenne-regional-medical-center,"December 4, 2022"
Chi Health Good Samaritan,Kearney,NE,Anonymous,3,4,3,2,4,,,,,,Syndicated Review,-,https://app.scrubstr.com/hospitals/chi-health-good-samaritan,"January 17, 2024"
Chi Health Lakeside,Omaha,NE,Anonymous,3,3,3,2.5,1.5,,,,,,Telemetry/Step-down — Syndicated Review,Canceled before even started. Made staff take 5 on PCU instead of bringing in travelers.,https://app.scrubstr.com/hospitals/chi-health-lakeside,"February 22, 2022"
Chi Health Lakeside,Omaha,NE,Anonymous,3,3,3,2.5,1.5,,,,,,Intensive Care — Syndicated Review,Floated to PCU/MS more often than working in ICU. If you’re in ICU they wouldn’t give you the “sick patients” so it was mostly a tele/step down anyways. Management was friendly but very overbearing and would listen in on shift change/report. You couldn’t make your own schedule which for night shift was difficult because I’d rarely have three in a row. Omaha itself was a cool location with lots to do.,https://app.scrubstr.com/hospitals/chi-health-lakeside,"December 30, 2023"
Chi Health Lakeside,Omaha,NE,Anonymous,3,3,3,2.5,1.5,,,,,,Intensive Care — Syndicated Review,"Floated to PCU/MS more than working in actual ICU. When you were ICU, as travelers, you were given only tele/step down patients. Management was nice but didn’t pay much attention to scheduling so rarely worked there in a row (as night shift). Omaha is a cool location overall and staff was relatively friendly.",https://app.scrubstr.com/hospitals/chi-health-lakeside,"December 30, 2023"
Childrens Healthcare Of Atlanta - Egleston,Druid Hills,GA,Anonymous,5,5,5,4,4,,,,,,Syndicated Review,Great hospital! Staff are very friendly and super supportive. Management is easy to work with. I highly recommend the NICU!,https://app.scrubstr.com/hospitals/childrens-healthcare-of-atlanta-egleston,"November 18, 2021"
Children's Hospital,New Orleans,LA,Anonymous,5,2,5,4,1,,,,,,Intensive Care — Syndicated Review,"High acuity NICU. Great learning experience. The not great part is the staff and physician interaction. If you’re not from New Orleans, they don’t like you. In general, condescending, disrespectful, antiquated communication/behavior from doctors.",https://app.scrubstr.com/hospitals/childrens-hospital,"December 30, 2023"
Children's Hospital Colorado,Aurora,CO,Anonymous,3,2.5,3.5,3,4,,,,,,Syndicated Review,Do not recommend NICU staff is not friendly at all. Not welcoming for travel,https://app.scrubstr.com/hospitals/childrens-hospital-colorado,"February 3, 2023"
Children's Hospital Colorado,Aurora,CO,Anonymous,3,2.5,3.5,3,4,,,,,,Intensive Care — Syndicated Review,Staff is not very traveler friendly especially if they find out how much you make. A lot of favoritism.,https://app.scrubstr.com/hospitals/childrens-hospital-colorado,"January 17, 2023"
Children's Hospital Colorado,Aurora,CO,Anonymous,3,2.5,3.5,3,4,,,,,,Syndicated Review,Floated to different units 2/3 shifts a week. As a NICU nurse I was put in uncomfortable positions taking care of 3 year olds in the cvicu. Was not supported at all by NICU staff. This is a “dirty” nicu. During cold and flu season was I was taking care of Covid and RSV babies and then my next shift I could be taking care of a preemie. Also lots of old trach babies. Felt more like a PICU than a NICU. Would not recommend for travelers!,https://app.scrubstr.com/hospitals/childrens-hospital-colorado,"August 1, 2023"
Children's Hospital Colorado,Aurora,CO,Anonymous,3,2.5,3.5,3,4,,,,,,Syndicated Review,I worked in the inpatient psych unit and have been a psych nurse for multiple years— this was the most unsafe psych unit I’ve ever worked on and the managers couldn’t care less. Would not recommend at all,https://app.scrubstr.com/hospitals/childrens-hospital-colorado,"August 7, 2024"
Children's Hospital Of Orange County,Orange,CA,Anonymous,4.5,3.5,5,4.5,3.5,,,,,,Pediatrics — Syndicated Review,"Lots of floating, nice staff most of the time but not as friendly to travelers. Dropped rates drastically past few weeks. Have been canceling contracts with no notice",https://app.scrubstr.com/hospitals/childrens-hospital-of-orange-county,"March 8, 2023"
Children's Hospital Of Orange County,Orange,CA,Anonymous,4.5,3.5,5,4.5,3.5,,,,,,Syndicated Review,"overall, the NICU at CHOC is amazing. the team works really well, doctors want to collaborate with you, and ratios were usually 1:2 or 1:3. will give acuity if you ask for it. the downside, is that floating was discussed during orientation, but was reassured we wouldn’t be floating since the needs for NICU were so high. it was not noted that we would be floated to CVICU. after being offered an extension, there was a new floating clause put into place by the facility that stated that travelers are the first to float to PICU, CVICU, and peds if needed and simply stating that you are “uncomfortable,” isn’t a good enough reason to refuse an assignment. after being floated and given a completely unsafe assignment in a unit that i have zero training & education for/in, i was sent home and my contract terminated immediately. CHOC sent a list of allegations, and once i addressed them, they asked if i would come back and finish out my contract. after advocating for patient safety with the hospital in regards to floating and being given truly NICU-appropriate assignments, it didn’t seem like the hospital was going to budge on the floating clause or make an accommodation. i offered to take on precepting shifts in CVICU so that i could get familiar with the medications, lines, monitoring, etc., but was told “we want to challenge you.” for me, i knew it was clear that patient safety was not a concern, and i declined to come back and finish my contract. the NICU itself is wonderful. i have absolutely nothing bad to say about my time working on the different units. just beware of floating, being given unsafe and inappropriate assignments when floated, and having your contract terminated when speaking up and advocating for patient safety.",https://app.scrubstr.com/hospitals/childrens-hospital-of-orange-county,"February 3, 2023"
Childrens Hospital Of Pittsburgh,Pittsburgh,PA,Anonymous,5,2,3,3,4,,,,,,Syndicated Review,-,https://app.scrubstr.com/hospitals/childrens-hospital-of-pittsburgh,"January 6, 2023"
Children's Medical Center Of Dallas,Dallas,TX,Anonymous,3,4,4,5,5,,,,,,Pediatrics — Syndicated Review,"PCICU assignment. Starbucks in the lobby, nice staff. Traveler friendly. High acuity and busy hospital.",https://app.scrubstr.com/hospitals/childrens-medical-center-of-dallas,"April 17, 2023"
